BusinessAge, AnnualRevenue, ExistingLoan, NoOfEmployees, ProfitMargin, LoanAmountRequested, IndustryRisk, DebttoIncomeRatio, LoanTenure, LoanToRevenueRatio, LoanDefault
          4,        376000,            1,             3,        27.94,               90000,            3,              78.0,         36,              23.94,           1
         14,        133000,            0,            38,        29.02,               32000,            2,              29.0,          0,              24.06,           1
         10,        484000,            0,             6,        12.48,              140000,            1,              68.0,          0,              28.93,           1
          1,        232000,            1,            49,        26.11,               27000,            1,              40.0,         37,              11.64,           1
         10,        344000,            0,            45,        18.98,               48000,            1,              64.0,          0,              13.95,           1
         10,         58000,            0,            45,        21.69,               14000,            2,              44.0,          0,              24.14,           1
          7,        107000,            0,             7,        25.98,               42000,            2,              48.0,          0,              39.25,           0
          1,        402000,            0,            41,         6.51,              142000,            1,              42.0,          0,              35.32,           1
          1,        486000,            0,            25,        28.58,              178000,            1,              44.0,          0,              36.63,           1
          5,        194000,            0,            25,        17.78,               27000,            3,              20.0,          0,              13.92,           0
         13,         67000,            1,             1,        12.07,               26000,            2,              35.0,         52,              38.81,           0
          9,        212000,            0,            22,        12.15,               68000,            3,              68.0,          0,              32.08,           0
          6,         58000,            0,            20,        23.28,               11000,            3,              33.0,          0,              18.97,           1
          3,        137000,            0,            13,        21.32,               49000,            3,              56.0,          0,              35.77,           1
         13,        389000,            0,            40,        22.7 ,              126000,            1,              59.0,          0,              32.39,           1
          3,        472000,            1,            21,         9.83,              151000,            1,              72.0,         34,              31.99,           1
          7,         89000,            0,            23,         7.6 ,               29000,            1,              56.0,          0,              32.58,           1
          6,        301000,            1,            41,        22.49,              102000,            2,              75.0,         11,              33.89,           0
          9,        164000,            0,            33,        11.06,               63000,            2,              55.0,          0,              38.41,           0
          6,        113000,            0,             9,         9.01,               16000,            1,              76.0,          0,              14.16,           1
          5,        149000,            0,            29,         8.79,               60000,            1,              60.0,          0,              40.27,           1
         10,        310000,            0,            32,         7.01,              112000,            1,              41.0,          0,              36.13,           1
          7,         79000,            0,            11,        14.52,               18000,            1,              41.0,          0,              22.78,           1
          1,        245000,            1,            36,        10.05,               36000,            3,              35.0,         43,              14.69,           0
         12,        111000,            0,            29,        27.13,               26000,            3,              80.0,          0,              23.42,           1
          7,        173000,            1,            48,        21.61,               58000,            1,              87.0,          6,              33.53,           1
          3,        136000,            0,            31,        23.08,               38000,            2,              23.0,          0,              27.94,           1
         14,        447000,            0,            14,        13.9 ,               82000,            1,              72.0,          0,              18.34,           0
          9,        369000,            0,            25,        19.21,               82000,            2,              28.0,          0,              22.22,           1
         15,        441000,            0,            26,        16.52,              170000,            2,              34.0,          0,              38.55,           0
          6,        223000,            1,            22,         7.52,               76000,            1,              90.0,          9,              34.08,           1
          9,        191000,            0,             9,         4.29,               26000,            2,              64.0,          0,              13.61,           1
         13,        221000,            1,            33,        21.45,               58000,            3,              76.0,         29,              26.24,           1
         15,         58000,            0,            23,         6.27,               22000,            1,              78.0,          0,              37.93,           1
          5,        376000,            1,            35,         4.55,               41000,            1,              79.0,         32,              10.9 ,           1
          7,        207000,            1,            20,        14.93,               23000,            2,              51.0,         30,              11.11,           0
         13,        191000,            0,            33,        22.93,               60000,            2,              21.0,          0,              31.41,           1
         14,        319000,            0,            35,        23.76,               87000,            3,              72.0,          0,              27.27,           1
          4,        246000,            0,            46,        26.58,               28000,            1,              44.0,          0,              11.38,           0
         15,        491000,            0,            30,         8.38,              196000,            1,              67.0,          0,              39.92,           1
          7,        210000,            0,            46,        29.61,               58000,            2,              66.0,          0,              27.62,           1
         13,        326000,            0,            30,        23.61,               81000,            1,              23.0,          0,              24.85,           0
          1,        190000,            0,            22,         7.24,               45000,            1,              69.0,          0,              23.68,           1
          7,        496000,            1,            45,        25.7 ,              154000,            2,              61.0,         12,              31.05,           0
          8,        250000,            0,             1,        16.47,               59000,            1,              70.0,          0,              23.6 ,           0
          5,        335000,            1,            15,         4.8 ,              100000,            3,              67.0,         10,              29.85,           1
          2,        107000,            0,            25,         6.57,               26000,            2,              55.0,          0,              24.3 ,           0
          5,        380000,            0,            20,        14.72,              108000,            2,              26.0,          0,              28.42,           1
          6,        171000,            0,             7,        17.32,               58000,            1,              43.0,          0,              33.92,           0
         12,        252000,            0,            16,        28.58,               87000,            1,              78.0,          0,              34.52,           0
          2,        447000,            1,            23,         8.82,              159000,            1,              96.0,         47,              35.57,           1
         14,        487000,            1,            21,        15.8 ,               78000,            1,             107.0,         28,              16.02,           0
          6,        241000,            0,             1,         9.1 ,               29000,            2,              51.0,          0,              12.03,           1
          6,        426000,            1,            47,        18.08,              149000,            1,              81.0,         55,              34.98,           0
          1,         74000,            0,            20,        27.55,                8000,            3,              47.0,          0,              10.81,           0
         14,        431000,            1,            47,        18.33,               71000,            3,              94.0,         49,              16.47,           1
          1,        333000,            0,            19,        16.77,               86000,            1,              79.0,          0,              25.83,           1
         14,        270000,            1,             6,        23.25,               96000,            2,              91.0,         30,              35.56,           1
         11,        450000,            1,            38,         6.99,              166000,            1,              78.0,         21,              36.89,           1
         10,        430000,            0,            32,        27.45,              124000,            2,              79.0,          0,              28.84,           1
          3,        184000,            0,             1,        18.6 ,               72000,            1,              79.0,          0,              39.13,           1
         14,        406000,            0,            30,        21.53,              130000,            3,              49.0,          0,              32.02,           1
         10,         95000,            0,            16,        25.11,               25000,            3,              38.0,          0,              26.32,           0
         10,        420000,            1,            27,        20.15,               59000,            2,              59.0,         16,              14.05,           0
         15,        354000,            1,            18,        20.31,               81000,            1,              71.0,         38,              22.88,           1
         12,         90000,            1,            13,        22.7 ,               31000,            2,              39.0,         33,              34.44,           0
          3,        357000,            0,            44,         4.41,               66000,            2,              66.0,          0,              18.49,           1
          4,        311000,            0,            28,        13.32,               85000,            2,              23.0,          0,              27.33,           1
          2,        318000,            0,            10,        29.0 ,              126000,            2,              36.0,          0,              39.62,           0
          9,        181000,            1,            14,         9.96,               28000,            1,              65.0,         34,              15.47,           1
         10,        170000,            0,            29,        17.64,               22000,            1,              26.0,          0,              12.94,           0
         12,        393000,            0,            11,         7.74,              133000,            1,              22.0,          0,              33.84,           0
         11,        166000,            0,            27,        11.73,               18000,            1,              49.0,          0,              10.84,           1
         14,        251000,            0,            44,        22.36,               74000,            1,              73.0,          0,              29.48,           0
          7,        363000,            0,            17,        20.36,               73000,            3,              44.0,          0,              20.11,           1
          7,         86000,            0,             3,        14.19,               27000,            1,              32.0,          0,              31.4 ,           0
         15,        318000,            1,            31,        28.33,               43000,            1,              74.0,         42,              13.52,           1
          6,        315000,            0,            21,        23.93,               63000,            1,              63.0,          0,              20.0 ,           0
         15,        358000,            1,            33,        10.23,               38000,            2,              36.0,         10,              10.61,           0
          3,        216000,            0,             1,        15.57,               37000,            1,              22.0,          0,              17.13,           1
          6,        252000,            1,             6,        26.71,               62000,            1,              71.0,         56,              24.6 ,           1
         15,        198000,            0,             4,         3.61,               30000,            2,              61.0,          0,              15.15,           1
         14,        414000,            1,            22,        18.7 ,              116000,            3,              77.0,         13,              28.02,           1
         12,        109000,            1,            13,         9.26,               15000,            1,              73.0,          8,              13.76,           1
          8,        483000,            0,            44,         4.72,              156000,            1,              30.0,          0,              32.3 ,           1
          8,        336000,            1,            30,        27.65,              127000,            1,              69.0,         27,              37.8 ,           0
         11,        449000,            0,            40,        25.04,               97000,            2,              43.0,          0,              21.6 ,           0
         13,        242000,            1,            26,         8.0 ,               63000,            1,              46.0,         31,              26.03,           1
          9,        200000,            0,            39,        25.6 ,               49000,            2,              28.0,          0,              24.5 ,           1
         15,        455000,            1,            39,         6.95,              153000,            1,              73.0,         26,              33.63,           1
          1,         94000,            1,             7,        15.86,               37000,            1,              99.0,         16,              39.36,           1
         14,        103000,            0,            14,        22.6 ,               33000,            1,              26.0,          0,              32.04,           0
          1,        185000,            0,            26,        17.41,               30000,            3,              50.0,          0,              16.22,           1
          3,        482000,            1,            18,        25.97,              149000,            1,              56.0,         12,              30.91,           1
          3,        335000,            1,            24,        19.66,               95000,            1,              60.0,         43,              28.36,           0
         10,        299000,            1,            25,        14.66,               49000,            1,              55.0,         48,              16.39,           1
          8,        367000,            0,            32,        27.98,               63000,            2,              53.0,          0,              17.17,           1
         15,        238000,            0,             6,         3.98,               70000,            1,              23.0,          0,              29.41,           1
         10,        391000,            0,            16,        16.19,              134000,            1,              65.0,          0,              34.27,           0
          1,        227000,            0,             3,        20.84,               75000,            1,              56.0,          0,              33.04,           0
         13,        422000,            0,            21,        25.57,              119000,            1,              43.0,          0,              28.2 ,           0
          2,        170000,            0,            32,        17.61,               65000,            2,              33.0,          0,              38.24,           1
          2,        175000,            0,             2,        26.91,               56000,            1,              52.0,          0,              32.0 ,           1
          3,        285000,            0,            47,        14.51,               75000,            2,              77.0,          0,              26.32,           1
         13,        244000,            0,            20,        11.56,               84000,            1,              62.0,          0,              34.43,           1
          6,        342000,            1,            11,        29.29,               64000,            3,              60.0,         55,              18.71,           1
          1,        214000,            0,            18,        21.01,               38000,            1,              65.0,          0,              17.76,           0
          2,        154000,            0,            11,        14.5 ,               60000,            1,              50.0,          0,              38.96,           1
         13,        261000,            0,            35,        26.71,              100000,            3,              23.0,          0,              38.31,           0
         15,        302000,            0,            36,        21.44,              110000,            3,              57.0,          0,              36.42,           1
         13,        114000,            1,            38,        20.22,               19000,            1,              45.0,          9,              16.67,           1
          1,        301000,            0,            12,        22.67,               83000,            3,              45.0,          0,              27.57,           1
          5,        194000,            1,            31,        22.93,               51000,            3,              77.0,         55,              26.29,           1
         13,        227000,            0,            36,        16.31,               37000,            1,              68.0,          0,              16.3 ,           1
         13,        176000,            1,            30,        14.32,               41000,            1,              73.0,          7,              23.3 ,           0
          7,        469000,            0,            44,        27.55,              112000,            2,              40.0,          0,              23.88,           0
          8,        358000,            0,             4,        16.43,               62000,            1,              59.0,          0,              17.32,           1
         10,        168000,            1,             2,         8.83,               65000,            2,              43.0,         13,              38.69,           1
          1,        340000,            0,            44,        17.08,               84000,            1,              69.0,          0,              24.71,           1
          7,        432000,            1,            13,         3.93,              111000,            2,              52.0,         36,              25.69,           1
         13,        231000,            0,            26,        22.53,               65000,            2,              54.0,          0,              28.14,           1
          5,        423000,            1,            29,         6.43,              155000,            3,              52.0,         36,              36.64,           1
         10,        119000,            1,            48,         6.02,               31000,            3,              54.0,         37,              26.05,           1
          1,        420000,            1,            36,        28.55,              110000,            2,              63.0,         25,              26.19,           1
          3,        293000,            0,            28,        23.86,               50000,            1,              42.0,          0,              17.06,           0
          7,        150000,            0,             8,        14.18,               42000,            1,              76.0,          0,              28.0 ,           1
         10,        233000,            1,             5,         9.47,               50000,            1,              59.0,         52,              21.46,           0
          1,        495000,            1,            32,        25.77,              146000,            3,              59.0,         35,              29.49,           1
          7,        403000,            0,            30,        29.15,               77000,            1,              51.0,          0,              19.11,           0
          5,        309000,            0,            14,        16.73,               97000,            2,              77.0,          0,              31.39,           1
          1,        102000,            0,            47,        18.66,               29000,            1,              50.0,          0,              28.43,           1
          1,        238000,            1,            43,         9.56,               58000,            1,              93.0,         23,              24.37,           1
         14,        168000,            0,            10,        18.91,               22000,            1,              31.0,          0,              13.1 ,           1
          1,         82000,            0,            10,        13.82,               24000,            3,              21.0,          0,              29.27,           0
         11,        294000,            0,             6,        25.83,              105000,            2,              38.0,          0,              35.71,           1
          9,        450000,            1,            16,        13.18,               68000,            1,              86.0,         52,              15.11,           1
         11,        354000,            1,            26,        20.52,               44000,            1,              81.0,         34,              12.43,           1
         13,        162000,            0,            21,         8.49,               18000,            1,              35.0,          0,              11.11,           0
          3,        308000,            0,            36,         5.45,               34000,            2,              60.0,          0,              11.04,           1
         15,        474000,            1,            41,         4.09,              167000,            1,              83.0,         35,              35.23,           0
         13,        375000,            1,            42,        14.22,              119000,            3,              73.0,         52,              31.73,           1
          5,        360000,            0,            30,         7.42,               58000,            1,              64.0,          0,              16.11,           1
         11,        486000,            1,             5,        29.82,              182000,            2,              64.0,          9,              37.45,           1
         10,        409000,            0,            10,        24.56,               58000,            2,              52.0,          0,              14.18,           1
         12,        111000,            1,            48,        21.72,               24000,            1,              34.0,         51,              21.62,           0
          9,        206000,            0,            31,        24.69,               49000,            1,              42.0,          0,              23.79,           0
          6,        484000,            0,            11,        10.09,               59000,            1,              69.0,          0,              12.19,           0
         12,        270000,            1,            38,        26.74,               55000,            1,              86.0,         38,              20.37,           1
          9,        100000,            0,             7,        29.88,               13000,            3,              76.0,          0,              13.0 ,           1
          8,        256000,            0,            12,        10.83,               86000,            1,              78.0,          0,              33.59,           0
          8,        364000,            0,            45,        29.59,               42000,            1,              78.0,          0,              11.54,           0
          1,        499000,            0,            49,        11.65,               52000,            1,              29.0,          0,              10.42,           0
         13,        196000,            1,            41,         3.32,               63000,            1,              57.0,          7,              32.14,           1
          9,        281000,            0,             8,        12.91,               94000,            1,              73.0,          0,              33.45,           1
          6,        446000,            0,            28,        29.93,              111000,            1,              43.0,          0,              24.89,           0
          9,        210000,            0,            16,        20.15,               41000,            1,              41.0,          0,              19.52,           1
          3,         99000,            0,             3,        21.78,               17000,            1,              52.0,          0,              17.17,           0
         12,        477000,            0,            37,         9.44,               64000,            1,              47.0,          0,              13.42,           1
          3,        270000,            1,            32,         6.94,               66000,            2,              55.0,         58,              24.44,           1
          6,        276000,            0,            21,        26.91,               68000,            2,              71.0,          0,              24.64,           1
          9,        330000,            1,            45,        14.16,               78000,            1,              89.0,         35,              23.64,           0
          7,         52000,            0,            18,         3.11,               17000,            1,              65.0,          0,              32.69,           1
         14,        469000,            0,            48,        10.94,               61000,            3,              23.0,          0,              13.01,           1
         13,        213000,            0,            46,         8.28,               64000,            1,              27.0,          0,              30.05,           1
          3,        229000,            0,            11,        19.3 ,               50000,            1,              41.0,          0,              21.83,           1
          3,        128000,            1,             8,        23.42,               22000,            1,              68.0,         50,              17.19,           0
          2,        220000,            0,            12,        16.43,               67000,            1,              57.0,          0,              30.45,           0
          9,        412000,            0,             2,         8.02,               66000,            1,              26.0,          0,              16.02,           0
         13,        410000,            1,            41,         4.57,               69000,            2,              99.0,         22,              16.83,           1
         15,        471000,            0,            22,        11.47,              188000,            1,              52.0,          0,              39.92,           1
          3,        231000,            0,             9,        24.76,               85000,            1,              46.0,          0,              36.8 ,           1
         11,        369000,            1,            14,        14.33,              114000,            2,              48.0,         55,              30.89,           1
          5,        278000,            0,            15,         9.81,               54000,            1,              77.0,          0,              19.42,           1
         14,        412000,            1,            11,         3.56,              108000,            1,              73.0,         46,              26.21,           0
         14,        371000,            0,            13,        16.39,               51000,            1,              27.0,          0,              13.75,           1
          9,        216000,            0,            28,        21.49,               43000,            3,              57.0,          0,              19.91,           0
          8,        202000,            0,            25,         8.14,               24000,            1,              41.0,          0,              11.88,           1
          2,        164000,            0,            37,        17.5 ,               46000,            1,              68.0,          0,              28.05,           0
          3,        309000,            0,             6,        14.36,              110000,            1,              53.0,          0,              35.6 ,           0
          2,        484000,            0,            37,        22.01,              166000,            2,              26.0,          0,              34.3 ,           1
          8,        140000,            1,            33,        26.24,               50000,            1,              76.0,          6,              35.71,           1
          6,         93000,            1,            25,        11.29,               14000,            2,              66.0,         35,              15.05,           1
          6,        104000,            0,            23,        27.43,               31000,            1,              44.0,          0,              29.81,           0
         12,        402000,            0,             8,        22.09,              156000,            1,              67.0,          0,              38.81,           1
         15,        208000,            0,            17,         4.0 ,               70000,            1,              26.0,          0,              33.65,           0
          9,        151000,            1,            31,        24.36,               15000,            2,              92.0,          6,               9.93,           1
          8,        209000,            0,            26,        16.35,               76000,            2,              62.0,          0,              36.36,           1
          4,        340000,            0,            11,        28.53,              106000,            2,              32.0,          0,              31.18,           1
         15,        296000,            0,            30,        11.74,               40000,            2,              23.0,          0,              13.51,           1
         12,        385000,            1,            11,        18.96,               75000,            1,              64.0,         24,              19.48,           1
          4,        203000,            0,             3,        28.82,               27000,            3,              43.0,          0,              13.3 ,           1
          9,        253000,            0,            40,        10.32,               81000,            1,              22.0,          0,              32.02,           1
          1,         96000,            0,            40,        15.74,               10000,            1,              57.0,          0,              10.42,           1
         13,         83000,            1,            21,        23.32,               20000,            1,              49.0,         57,              24.1 ,           1
          2,        258000,            1,            35,        21.66,              103000,            3,              62.0,         54,              39.92,           1
          2,        186000,            1,            28,        25.64,               66000,            1,              52.0,         32,              35.48,           0
         13,        326000,            1,            22,        17.03,               90000,            2,              51.0,         42,              27.61,           1
         13,         69000,            0,            42,        11.61,               21000,            1,              29.0,          0,              30.43,           0
          6,        105000,            0,            46,        17.45,               30000,            2,              73.0,          0,              28.57,           1
         15,        439000,            1,            18,        12.45,              151000,            1,              67.0,         49,              34.4 ,           1
          4,        305000,            0,            23,         7.76,              112000,            2,              48.0,          0,              36.72,           1
         13,        370000,            0,            26,        17.98,              122000,            1,              62.0,          0,              32.97,           1
         11,        429000,            1,            35,         4.31,               66000,            1,              63.0,         24,              15.38,           0
         10,        259000,            1,            29,         3.99,               55000,            1,              85.0,         35,              21.24,           1
         13,        392000,            1,            46,         4.74,              131000,            1,              58.0,         41,              33.42,           1
          3,        286000,            1,            11,        21.16,               99000,            1,              98.0,         15,              34.62,           1
          3,        150000,            0,            42,        13.99,               43000,            1,              23.0,          0,              28.67,           0
          3,        202000,            1,            46,        16.34,               63000,            1,              50.0,         21,              31.19,           1
          6,        271000,            0,             1,        12.27,               41000,            1,              74.0,          0,              15.13,           0
         14,        193000,            1,            16,         9.85,               41000,            3,              56.0,         27,              21.24,           1
          8,        201000,            0,            25,        12.67,               52000,            3,              35.0,          0,              25.87,           0
         11,        202000,            0,            38,         8.22,               80000,            1,              23.0,          0,              39.6 ,           0
          7,        105000,            1,            18,        21.33,               36000,            1,              75.0,         26,              34.29,           1
         14,         88000,            0,            16,         5.75,               14000,            3,              40.0,          0,              15.91,           1
          4,         71000,            0,            19,        16.96,               15000,            1,              58.0,          0,              21.13,           0
         11,        100000,            0,            16,        15.87,               17000,            1,              25.0,          0,              17.0 ,           0
         12,        205000,            0,             5,        11.15,               30000,            2,              44.0,          0,              14.63,           0
          4,        317000,            0,            27,         5.76,               43000,            1,              42.0,          0,              13.56,           1
         11,        135000,            0,            44,        21.99,               53000,            3,              52.0,          0,              39.26,           1
         10,        450000,            0,             6,        18.38,              167000,            2,              38.0,          0,              37.11,           0
         15,        414000,            0,            34,        24.86,              101000,            2,              79.0,          0,              24.4 ,           0
         11,        284000,            1,            16,         9.36,               75000,            2,              60.0,         46,              26.41,           1
         11,        376000,            0,            23,        24.37,              132000,            1,              62.0,          0,              35.11,           0
         14,        215000,            0,            43,        10.88,               63000,            2,              42.0,          0,              29.3 ,           0
         11,         67000,            1,            44,         6.04,               21000,            2,              76.0,         58,              31.34,           1
          2,        457000,            0,            32,         6.64,              154000,            1,              34.0,          0,              33.7 ,           1
         14,        108000,            0,            43,         8.97,               26000,            3,              30.0,          0,              24.07,           1
          1,        477000,            1,            23,        21.43,              187000,            2,              94.0,         56,              39.2 ,           0
          9,        307000,            1,            20,         9.59,               89000,            1,              65.0,         24,              28.99,           1
         12,        188000,            1,            19,        19.3 ,               55000,            1,              63.0,         35,              29.26,           1
         15,        273000,            1,            29,         9.93,               39000,            2,              69.0,         21,              14.29,           0
         12,        276000,            0,             8,        12.86,              109000,            1,              33.0,          0,              39.49,           1
          2,         60000,            1,            29,        27.02,                7000,            3,              96.0,         29,              11.67,           1
         13,        210000,            1,            18,        16.51,               83000,            3,              48.0,         47,              39.52,           1
          8,        383000,            1,             5,        19.21,              143000,            1,              79.0,         43,              37.34,           0
         15,        280000,            0,            12,         8.11,              100000,            2,              28.0,          0,              35.71,           1
          9,        160000,            1,            10,         6.55,               48000,            3,              72.0,         55,              30.0 ,           1
          4,        201000,            0,            47,        14.16,               57000,            1,              49.0,          0,              28.36,           1
          8,        438000,            1,            37,        26.1 ,              175000,            1,              53.0,         45,              39.95,           0
          9,        286000,            0,            17,         9.5 ,              112000,            1,              38.0,          0,              39.16,           1
         10,        288000,            1,            32,        19.79,               99000,            2,              43.0,         10,              34.38,           1
         10,        483000,            0,             4,        26.55,               61000,            2,              22.0,          0,              12.63,           0
          5,        194000,            0,            31,        28.23,               41000,            1,              56.0,          0,              21.13,           0
         13,        266000,            1,            26,        29.83,               96000,            3,              75.0,         52,              36.09,           1
         14,        415000,            0,            12,        23.6 ,              129000,            1,              53.0,          0,              31.08,           0
          7,        392000,            0,            18,         5.03,               54000,            3,              25.0,          0,              13.78,           0
         10,        170000,            0,             8,        26.53,               35000,            3,              76.0,          0,              20.59,           1
          4,        118000,            1,            32,        26.91,               12000,            2,              74.0,         32,              10.17,           1
          1,        365000,            0,            20,        18.05,              134000,            3,              34.0,          0,              36.71,           1
          3,        166000,            0,            49,         4.82,               54000,            1,              60.0,          0,              32.53,           0
          5,        465000,            0,            40,        15.87,              107000,            1,              27.0,          0,              23.01,           1
          3,        108000,            1,            13,         8.69,               35000,            1,              80.0,         27,              32.41,           1
         12,        193000,            0,            23,        14.94,               73000,            1,              49.0,          0,              37.82,           0
         13,         75000,            0,             3,        22.55,               14000,            2,              45.0,          0,              18.67,           0
         11,        366000,            0,            35,        21.02,               68000,            3,              21.0,          0,              18.58,           1
          7,        451000,            0,            39,        24.06,              110000,            2,              59.0,          0,              24.39,           1
         12,        336000,            1,            21,        15.87,              105000,            2,              97.0,         28,              31.25,           1
          9,        472000,            1,             7,        16.79,              188000,            1,              53.0,         15,              39.83,           1
         15,        108000,            0,            26,        28.26,               16000,            3,              21.0,          0,              14.81,           0
         12,         89000,            0,            23,        20.04,               18000,            2,              67.0,          0,              20.22,           0
          6,        427000,            0,            32,        23.18,               89000,            2,              58.0,          0,              20.84,           1
         13,        435000,            1,             2,        20.94,              138000,            3,              88.0,         45,              31.72,           1
         10,        424000,            0,            39,        20.29,              155000,            3,              52.0,          0,              36.56,           0
          1,        410000,            1,             2,        27.67,               64000,            2,              73.0,         48,              15.61,           0
          7,        213000,            0,            39,        12.63,               67000,            3,              33.0,          0,              31.46,           1
